,Unnamed: 0,Good_Reads_Popularity_Rank,Title,Author,Avg_Rating,Num_Ratings,ISBN,ASIN,Genres,Series,Page_Number,Format,Genre_List,Rank_Score,Rating_Score,NumRatings_Score,Quality_Score
318,318,411.0,The Eye of the World,Robert Jordan,4.19,561639.0,9780812511819,0812511816,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Audiobook, Science Fiction Fantasy, Adventure","The Wheel of Time, #1",800,Mass Market Paperback,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Adventure']",0.197651663405088,0.7975000000000001,0.06016566894608231,0.33636036604585995
315,315,408.0,The Power of One,Bryce Courtenay,4.35,91852.0,9780345410054,034541005X,"Fiction, Historical Fiction, Africa, Classics, South Africa, Coming Of Age, Historical","The Power of One, #1",544,Paperback,"['Fiction', 'Historical Fiction', 'Africa', 'Classics', 'South Africa', 'Coming Of Age', 'Historical']",0.2035225048923679,0.8374999999999999,0.009747107103987351,0.33558313408814333
281,281,368.0,Mrs. Dalloway,Virginia Woolf,3.79,329731.0,9780151009985,0151009988,"Fiction, Classics, Literature, Novels, Feminism, Literary Fiction, British Literature",,194,Hardcover,"['Fiction', 'Classics', 'Literature', 'Novels', 'Feminism', 'Literary Fiction', 'British Literature']",0.28180039138943247,0.6975,0.035276798373511,0.3325531960678263
314,314,407.0,If I Stay,Gayle Forman,3.91,946043.0,9780525421030,0525421033,"Young Adult, Romance, Contemporary, Fiction, Realistic Fiction, Teen, Music","If I Stay, #1",208,Hardcover,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Teen', 'Music']",0.20547945205479445,0.7275,0.10142074166275745,0.33086800332074506
365,365,472.0,Crown of Midnight,Sarah J. Maas,4.36,1452603.0,9781619630628,1619630621,"Young Adult, Romance, Fiction, Magic, Romantasy, Young Adult Fantasy, High Fantasy","Throne of Glass, #2",420,Hardcover,"['Young Adult', 'Romance', 'Fiction', 'Magic', 'Romantasy', 'Young Adult Fantasy', 'High Fantasy']",0.07827788649706457,0.8400000000000001,0.15578586178470977,0.3300469131342388
326,326,421.0,The Grapes of Wrath,John Steinbeck,4.02,954793.0,9780670016907,067001690X,"Classics, Fiction, Historical Fiction, Literature, Novels, School, American",,496,Hardcover,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Novels', 'School', 'American']",0.17808219178082196,0.7549999999999999,0.10235981067939336,0.3284408199161467
378,378,488.0,Queen of Shadows,Sarah J. Maas,4.62,1142321.0,9781619636040,1619636042,"Young Adult, Romance, Fiction, Fae, Magic, Romantasy, Young Adult Fantasy","Throne of Glass, #4",648,Hardcover,"['Young Adult', 'Romance', 'Fiction', 'Fae', 'Magic', 'Romantasy', 'Young Adult Fantasy']",0.046966731898238745,0.905,0.12248572319958737,0.32703240971917175
323,323,417.0,’Salem’s Lot,Stephen King,4.1,623014.0,9780450031069,0450031063,"Horror, Fiction, Vampires, Fantasy, Thriller, Paranormal, Audiobook",,483,Paperback,"['Horror', 'Fiction', 'Vampires', 'Fantasy', 'Thriller', 'Paranormal', 'Audiobook']",0.18590998043052842,0.7749999999999999,0.06675256733419985,0.3268897623724713
353,353,457.0,Circe,Madeline Miller,4.23,1217108.0,9780316556347,0316556343,"Fantasy, Fiction, Mythology, Historical Fiction, Greek Mythology, Audiobook, Retellings",,393,Hardcover,"['Fantasy', 'Fiction', 'Mythology', 'Historical Fiction', 'Greek Mythology', 'Audiobook', 'Retellings']",0.10763209393346385,0.8075000000000001,0.1305120265764044,0.3244564455463069
313,313,406.0,The Gunslinger,Stephen King,3.92,640743.0,9781501143519,1501143514,"Fantasy, Fiction, Horror, Science Fiction, Audiobook, Adventure, Science Fiction Fantasy","The Dark Tower, #1",231,Paperback,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Audiobook', 'Adventure', 'Science Fiction Fantasy']",0.20743639921722123,0.73,0.06865528214516418,0.3225711443304377
330,330,426.0,Tao Te Ching,Lao Tzu,4.29,172111.0,9780679724346,0679724346,"Philosophy, Nonfiction, Classics, Spirituality, Poetry, China, Self Help",,107,Paperback,"['Philosophy', 'Nonfiction', 'Classics', 'Spirituality', 'Poetry', 'China', 'Self Help']",0.16829745596868895,0.8225,0.01836067741326517,0.31957718561145515
305,305,397.0,Franny and Zooey,J.D. Salinger,3.96,231732.0,9780316769020,0316769029,"Fiction, Short Stories, Literature, Classics, American, Novels, Literary Fiction",,201,Paperback,"['Fiction', 'Short Stories', 'Literature', 'Classics', 'American', 'Novels', 'Literary Fiction']",0.2250489236790607,0.74,0.024759332709362217,0.31944736928443296
322,322,415.0,Fifty Shades Freed,E.L. James,3.83,892739.0,9780345803504,B00DNW19FC,"Romance, Erotica, Fiction, BDSM, Contemporary, Contemporary Romance, Chick Lit","Fifty Shades, #3",579,Paperback,"['Romance', 'Erotica', 'Fiction', 'BDSM', 'Contemporary', 'Contemporary Romance', 'Chick Lit']",0.18982387475538154,0.7075,0.09570004053558487,0.3168895620628281
285,285,373.0,The Awakening,Kate Chopin,3.68,218930.0,9780543898081,0543898083,"Classics, Fiction, Feminism, School, Literature, Historical Fiction, Read For School",,195,Paperback,"['Classics', 'Fiction', 'Feminism', 'School', 'Literature', 'Historical Fiction', 'Read For School']",0.27201565557729945,0.67,0.023385394246393895,0.31682188050483795
310,310,403.0,Allegiant,Veronica Roth,3.6,1105978.0,9780007524273,0007524277,"Young Adult, Dystopia, Fiction, Fantasy, Science Fiction, Romance, Adventure","Divergent, #3",531,Hardcover,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure']",0.2133072407045009,0.65,0.1185853134542618,0.31589849031807893
343,343,442.0,The BFG,Roald Dahl,4.23,507685.0,9780141311371,0141311371,"Fantasy, Childrens, Fiction, Middle Grade, Young Adult, Humor, Adventure",,199,Paperback,"['Fantasy', 'Childrens', 'Fiction', 'Middle Grade', 'Young Adult', 'Humor', 'Adventure']",0.13698630136986312,0.8075000000000001,0.05437520840624534,0.31335708306981885
303,303,395.0,American Psycho,Bret Easton Ellis,3.81,340536.0,9780679735779,0679735771,"Fiction, Horror, Classics, Thriller, Crime, Contemporary, Novels",,399,Paperback,"['Fiction', 'Horror', 'Classics', 'Thriller', 'Crime', 'Contemporary', 'Novels']",0.22896281800391383,0.7025,0.03643641445633968,0.3132660515384674
332,332,428.0,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,4.19,242797.0,9780553212280,0553212281,"Classics, Horror, Fiction, Short Stories, Poetry, Gothic, Mystery",,448,Mass Market Paperback,"['Classics', 'Horror', 'Fiction', 'Short Stories', 'Poetry', 'Gothic', 'Mystery']",0.1643835616438356,0.7975000000000001,0.025946852557256646,0.3127874804247113
346,346,447.0,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,3.92,1320116.0,9781594744761,1594744769,"Fantasy, Young Adult, Fiction, Paranormal, Mystery, Horror, Historical Fiction","Miss Peregrine's Peculiar Children, #1",352,Hardcover,"['Fantasy', 'Young Adult', 'Fiction', 'Paranormal', 'Mystery', 'Horror', 'Historical Fiction']",0.12720156555772988,0.73,0.14156706900676225,0.3123507469251206
344,344,445.0,Red Queen,Victoria Aveyard,3.99,1105466.0,9780062310637,0062310631,"Young Adult, Dystopia, Romance, Fiction, Young Adult Fantasy, Audiobook, Magic","Red Queen, #1",388,Hardcover,"['Young Adult', 'Dystopia', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Audiobook', 'Magic']",0.13111545988258322,0.7475,0.11853036450151695,0.3122552933034884
351,351,454.0,City of Heavenly Fire,Cassandra Clare,4.38,403201.0,9781481426305,1481426303,"Fantasy, Young Adult, Romance, Paranormal, Urban Fantasy, Vampires, Fiction","The Mortal Instruments, #6",725,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Vampires', 'Fiction']",0.11350293542074374,0.845,0.04316175844805269,0.31184970170271337
370,370,477.0,The Invisible Life of Addie LaRue,Victoria E. Schwab,4.18,1308636.0,9780765387561,0765387565,"Fantasy, Fiction, Romance, Historical Fiction, Historical, Magical Realism, LGBT",,448,Hardcover,"['Fantasy', 'Fiction', 'Romance', 'Historical Fiction', 'Historical', 'Magical Realism', 'LGBT']",0.06849315068493156,0.7949999999999999,0.14033501045693594,0.3079977634110534
339,339,437.0,Dark Lover,J.R. Ward,4.16,345527.0,9780451216953,0451216954,"Paranormal, Vampires, Paranormal Romance, Fantasy, Urban Fantasy, Fiction, Supernatural","Black Dagger Brotherhood, #1",393,Mass Market Paperback,"['Paranormal', 'Vampires', 'Paranormal Romance', 'Fantasy', 'Urban Fantasy', 'Fiction', 'Supernatural']",0.14677103718199613,0.79,0.0369720594234288,0.3068000326998271
338,338,436.0,The Martian Chronicles,Ray Bradbury,4.16,275316.0,9780553278224,B00LNVWRG0,"Science Fiction, Fiction, Classics, Short Stories, Fantasy, Science Fiction Fantasy, Audiobook",,182,Mass Market Paperback,"['Science Fiction', 'Fiction', 'Classics', 'Short Stories', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook']",0.1487279843444227,0.79,0.02943686231176898,0.30532225243129973
336,336,433.0,Eldest,Christopher Paolini,4.04,473102.0,9780375840401,0375840400,"Fantasy, Young Adult, Fiction, Dragons, Adventure, Magic, High Fantasy","The Inheritance Cycle, #2",704,Paperback,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy']",0.1545988258317026,0.76,0.05066368568598026,0.3050386360384751
320,320,413.0,Tuck Everlasting,Natalie Babbitt,3.9,285711.0,9780374480097,0374480095,"Fantasy, Classics, Young Adult, Fiction, Childrens, Middle Grade, School",,148,Paperback,"['Fantasy', 'Classics', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'School']",0.19373776908023488,0.725,0.030552476303532434,0.30416085052315367
340,340,438.0,Brisingr,Christopher Paolini,4.1,398804.0,9780375826726,0375826726,"Fantasy, Young Adult, Fiction, Dragons, Adventure, Magic, High Fantasy",The Inheritance Cycle #3,748,Hardcover,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy']",0.14481409001956957,0.7749999999999999,0.04268986285192148,0.3032325948634042
328,328,423.0,Inferno,Dante Alighieri,4.03,195592.0,9780812970067,B0BQJ59T18,"Classics, Poetry, Fiction, Literature, Religion, Fantasy, School",,490,Kindle Edition,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Religion', 'Fantasy', 'School']",0.17416829745596862,0.7575000000000001,0.020880709365222613,0.3031815317919543
345,345,446.0,Hidden Pictures,Jason Rekulak,4.16,447917.0,9781250819345,1250819342,"Horror, Thriller, Mystery, Fiction, Mystery Thriller, Audiobook, Paranormal",,372,Hardcover,"['Horror', 'Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Paranormal']",0.12915851272015666,0.79,0.04796077675066881,0.3030516381132633
380,380,490.0,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,4.39,977692.0,9781400064168,1400064163,"Nonfiction, History, Biography, World War II, War, Historical, Audiobook",,475,Hardcover,"['Nonfiction', 'History', 'Biography', 'World War II', 'War', 'Historical', 'Audiobook']",0.04305283757338563,0.8474999999999999,0.10481738112647285,0.30291634936729606
386,386,497.0,The Hate U Give,Angie Thomas,4.46,966573.0,9780062498533,0062498533,"Young Adult, Fiction, Contemporary, Audiobook, Realistic Fiction, Race, Social Justice","The Hate U Give, #1",454,Hardcover,"['Young Adult', 'Fiction', 'Contemporary', 'Audiobook', 'Realistic Fiction', 'Race', 'Social Justice']",0.02935420743639927,0.865,0.10362406588121861,0.30232890273892526
333,333,430.0,Cloud Atlas,David Mitchell,4.01,258864.0,9780375507250,B00A2M3QD4,"Fiction, Science Fiction, Fantasy, Historical Fiction, Dystopia, Literary Fiction, Contemporary",,509,Paperback,"['Fiction', 'Science Fiction', 'Fantasy', 'Historical Fiction', 'Dystopia', 'Literary Fiction', 'Contemporary']",0.1604696673189825,0.7525,0.027671197916146823,0.29823922630243704
341,341,440.0,Steppenwolf,Hermann Hesse,4.13,201227.0,9780140282580,0140282580,"Fiction, Classics, Philosophy, German Literature, Literature, Novels, Germany",,256,Paperback,"['Fiction', 'Classics', 'Philosophy', 'German Literature', 'Literature', 'Novels', 'Germany']",0.14090019569471623,0.7825,0.021485469811936136,0.29755571922146734
358,358,463.0,Coraline,Neil Gaiman,4.13,746739.0,9780061139376,0061139378,"Fantasy, Horror, Fiction, Young Adult, Middle Grade, Childrens, Audiobook",,176,Paperback,"['Fantasy', 'Horror', 'Fiction', 'Young Adult', 'Middle Grade', 'Childrens', 'Audiobook']",0.09589041095890405,0.7825,0.08003100322943152,0.2971154653523911
335,335,432.0,The Hunchback of Notre-Dame,Victor Hugo,4.02,210004.0,9780451527882,0451527887,"Fiction, Classics, Historical Fiction, France, Literature, Gothic, French Literature",,510,Paperback,"['Fiction', 'Classics', 'Historical Fiction', 'France', 'Literature', 'Gothic', 'French Literature']",0.15655577299412915,0.7549999999999999,0.022427436527251942,0.2958505401558272
348,348,450.0,The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.18,207938.0,9780312282998,B007C4D1G2,"Fiction, Historical Fiction, Novels, Literary Fiction, Literature, Historical, Contemporary",,639,Paperback,"['Fiction', 'Historical Fiction', 'Novels', 'Literary Fiction', 'Literature', 'Historical', 'Contemporary']",0.1213307240704502,0.7949999999999999,0.02220570891715254,0.2936940023033258
337,337,435.0,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,3.83,628127.0,9780451528957,0451528956,"Horror, Gothic, Mystery, Science Fiction, Fantasy, Audiobook, Literature",,139,Mass Market Paperback,"['Horror', 'Gothic', 'Mystery', 'Science Fiction', 'Fantasy', 'Audiobook', 'Literature']",0.15068493150684925,0.7075,0.06730130560643521,0.29271436428467024
355,355,459.0,The Firm,Robin Waterfield,4.06,633429.0,9780582418271,0582418275,"Fiction, Thriller, Mystery, Crime, Suspense, Mystery Thriller, Legal Thriller",,76,Paperback,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'Mystery Thriller', 'Legal Thriller']",0.1037181996086105,0.7649999999999999,0.0678703277694299,0.29134837817427317
331,331,427.0,Cold Mountain,Charles Frazier,3.89,246749.0,9780802142849,0802142842,"Historical Fiction, Fiction, Historical, Romance, Civil War, War, Classics",,449,Paperback,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Civil War', 'War', 'Classics']",0.16634050880626217,0.7225,0.026370989786256085,0.2911975004583817
361,361,466.0,The Last Song,Nicholas Sparks,4.16,565019.0,9780446547567,B0046NN9AU,"Romance, Fiction, Young Adult, Contemporary, Chick Lit, Drama, Contemporary Romance",,390,Paperback,"['Romance', 'Fiction', 'Young Adult', 'Contemporary', 'Chick Lit', 'Drama', 'Contemporary Romance']",0.09001956947162437,0.79,0.06052841789193709,0.29116635315623085
350,350,453.0,The Amber Spyglass,Philip Pullman,4.1,372702.0,9780440238157,0440238153,"Fantasy, Young Adult, Fiction, Adventure, Audiobook, Science Fiction, Childrens","His Dark Materials, #3",465,Mass Market Paperback,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Audiobook', 'Science Fiction', 'Childrens']",0.1154598825831703,0.7749999999999999,0.03988853948366659,0.29065051487836807
363,363,468.0,All the Bright Places,Jennifer Niven,4.12,604253.0,9780385755887,0385755880,"Young Adult, Romance, Contemporary, Fiction, Mental Health, Realistic Fiction, Mental Illness",,388,Hardcover,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Mental Health', 'Realistic Fiction', 'Mental Illness']",0.08610567514677103,0.78,0.06473909604035914,0.28786399887081615
369,369,476.0,The One,Kiera Cass,4.14,741238.0,9780062059994,0062059998,"Romance, Young Adult, Dystopia, Fantasy, Fiction, Audiobook, Science Fiction","The Selection, #3",323,Hardcover,"['Romance', 'Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Audiobook', 'Science Fiction']",0.07045009784735812,0.7849999999999999,0.07944062395394419,0.28751222632512646
357,357,462.0,Dear John,Nicholas Sparks,4.04,610444.0,9780446528054,0446528056,"Romance, Fiction, Chick Lit, Contemporary, Contemporary Romance, Young Adult, Adult Fiction",,276,Hardcover,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Adult Fiction']",0.09784735812133083,0.76,0.06540352761544405,0.28676000153316555
306,306,398.0,Beowulf,Unknown,3.49,332790.0,9780393320978,0393320979,"Poetry, Fiction, Fantasy, Classics, Mythology, School, Literature",,259,Paperback,"['Poetry', 'Fiction', 'Fantasy', 'Classics', 'Mythology', 'School', 'Literature']",0.22309197651663415,0.6225,0.03560509690172691,0.2866683196771717
379,379,489.0,"Red, White & Royal Blue",Casey McQuiston,4.06,1140209.0,9781250316776,1250316774,"Romance, LGBT, Contemporary, Fiction, Queer, Young Adult, Enemies To Lovers",,448,Paperback,"['Romance', 'LGBT', 'Contemporary', 'Fiction', 'Queer', 'Young Adult', 'Enemies To Lovers']",0.045009784735812186,0.7649999999999999,0.12225905876951479,0.2841816315251793
317,317,410.0,Gulliver’s Travels,Jonathan Swift,3.59,289443.0,9780141439495,B06XVF5QFY,"Classics, Fiction, Fantasy, Adventure, Literature, Novels, 18th Century",,306,Paperback,"['Classics', 'Fiction', 'Fantasy', 'Adventure', 'Literature', 'Novels', '18th Century']",0.19960861056751478,0.6475,0.030953002654399313,0.2833793450233257
342,342,441.0,Beautiful Creatures,Kami Garcia,3.77,613053.0,9780316042673,0316042676,"Fantasy, Young Adult, Romance, Paranormal, Fiction, Magic, Supernatural","Caster Chronicles, #1",563,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Fiction', 'Magic', 'Supernatural']",0.13894324853228968,0.6925,0.06568353116566154,0.28303235876261434
377,377,487.0,Hopeless,Colleen Hoover,4.23,640894.0,9781301949823,B08GWTKXCP,"Romance, New Adult, Young Adult, Contemporary, Fiction, Contemporary Romance, Abuse","Hopeless, #1",410,Kindle Edition,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Fiction', 'Contemporary Romance', 'Abuse']",0.048923679060665304,0.8075000000000001,0.068671487793337,0.28242091796226726
371,371,478.0,Local Woman Missing,Mary Kubica,4.13,629481.0,9780778311669,077831166X,"Thriller, Mystery, Mystery Thriller, Audiobook, Fiction, Suspense, Crime",,356,Paperback,"['Thriller', 'Mystery', 'Mystery Thriller', 'Audiobook', 'Fiction', 'Suspense', 'Crime']",0.066536203522505,0.7825,0.06744661982912378,0.28159846735773914
376,376,486.0,A Fine Balance,Rohinton Mistry,4.38,154810.0,9781400030651,140003065X,"Fiction, Historical Fiction, India, Indian Literature, Literary Fiction, Historical, Asia",,603,Paperback,"['Fiction', 'Historical Fiction', 'India', 'Indian Literature', 'Literary Fiction', 'Historical', 'Asia']",0.050880626223092085,0.845,0.016503896492485997,0.2788034194369826
381,381,492.0,A Feast for Crows,George R.R. Martin,4.17,766454.0,9780553582024,B005JV4KFG,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Audiobook, Dragons","A Song of Ice and Fire, #4",1060,Mass Market Paperback,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Dragons']",0.03913894324853229,0.7925,0.08214685987662887,0.2780496352624016
334,334,431.0,Go Ask Alice,Beatrice Sparks,3.74,283714.0,9781416914631,1416914633,"Young Adult, Fiction, Classics, Contemporary, Mental Health, Banned Books, Realistic Fiction",,213,Paperback,"['Young Adult', 'Fiction', 'Classics', 'Contemporary', 'Mental Health', 'Banned Books', 'Realistic Fiction']",0.1585127201565557,0.685,0.03033815392339279,0.27800653423964017
324,324,418.0,A Portrait of the Artist as a Young Man,James Joyce,3.64,158707.0,9780142437346,0142437344,"Classics, Fiction, Literature, Irish Literature, Ireland, Novels, 20th Century",,329,Paperback,"['Classics', 'Fiction', 'Literature', 'Irish Literature', 'Ireland', 'Novels', '20th Century']",0.18395303326810186,0.66,0.016922131001952296,0.27665785260782644
391,391,502.0,I Know Why the Caged Bird Sings,Maya Angelou,4.3,557511.0,9780553279375,B00P4JQBIC,"Nonfiction, Classics, Memoir, Biography, Autobiography, Poetry, Feminism","Maya Angelou's Autobiography, #1",289,Paperback,"['Nonfiction', 'Classics', 'Memoir', 'Biography', 'Autobiography', 'Poetry', 'Feminism']",0.019569471624266255,0.825,0.05972264301457682,0.2732445815540795
356,356,461.0,Doctor Zhivago,Boris Pasternak,4.01,99986.0,9780679774389,0679774386,"Fiction, Historical Fiction, Russia, Russian Literature, Classics, Romance, Literature",,592,Paperback,"['Fiction', 'Historical Fiction', 'Russia', 'Russian Literature', 'Classics', 'Romance', 'Literature']",0.09980430528375739,0.7525,0.010620065661852087,0.26885774181205857
347,347,448.0,Stargirl,Jerry Spinelli,3.77,332342.0,9780439488402,0439488400,"Young Adult, Fiction, Contemporary, Romance, Realistic Fiction, Middle Grade, Childrens","Stargirl, #1",186,Paperback,"['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Middle Grade', 'Childrens']",0.12524461839530332,0.6925,0.03555701656807515,0.2685149523285439
364,364,470.0,Crescendo,Becca Fitzpatrick,3.98,332266.0,9781416989431,1416989439,"Young Adult, Fantasy, Romance, Angels, Paranormal, Paranormal Romance, Fiction","Hush, Hush, #2",427,Hardcover,"['Young Adult', 'Fantasy', 'Romance', 'Angels', 'Paranormal', 'Paranormal Romance', 'Fiction']",0.08219178082191791,0.745,0.03554886008290209,0.26704137035363784
394,394,505.0,Persuasion,Jane Austen,4.15,738884.0,9780192802637,0192802631,"Fiction, Classics, Historical Fiction, Audiobook, Historical, Literature, 19th Century",,249,Paperback,"['Fiction', 'Classics', 'Historical Fiction', 'Audiobook', 'Historical', 'Literature', '19th Century']",0.013698630136986356,0.7875000000000001,0.0791879875579258,0.2654858483221723
396,396,509.0,Sharp Objects,Gillian Flynn,4.01,1148397.0,9780297851530,0297851535,"Mystery, Thriller, Fiction, Mystery Thriller, Crime, Audiobook, Suspense",,254,Paperback,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Crime', 'Audiobook', 'Suspense']",0.005870841487279899,0.7525,0.12313781272473934,0.2650396804123337
360,360,465.0,Midnight’s Children,Salman Rushdie,3.98,129100.0,9780099578512,0099578514,"Fiction, Magical Realism, Classics, India, Historical Fiction, Fantasy, Literature",,647,Paperback,"['Fiction', 'Magical Realism', 'Classics', 'India', 'Historical Fiction', 'Fantasy', 'Literature']",0.09197651663405093,0.745,0.013744643416176391,0.2644139996784733
372,372,479.0,Breakfast of Champions,Kurt Vonnegut Jr.,4.06,271423.0,9780385334204,0385334206,"Fiction, Classics, Science Fiction, Humor, Literature, Novels, American",,303,Paperback,"['Fiction', 'Classics', 'Science Fiction', 'Humor', 'Literature', 'Novels', 'American']",0.06457925636007822,0.7649999999999999,0.029019057090996,0.26403741967133004
383,383,494.0,Carrie,Stephen King,3.99,793640.0,9781416524304,1416524304,"Horror, Fiction, Thriller, Classics, Fantasy, Paranormal, Supernatural",,272,Mass Market Paperback,"['Horror', 'Fiction', 'Thriller', 'Classics', 'Fantasy', 'Paranormal', 'Supernatural']",0.03522504892367917,0.7475,0.08506452048077329,0.26385937571370366
367,367,474.0,A Streetcar Named Desire,Tennessee Williams,3.98,327489.0,9780822210894,0822210894,"Plays, Classics, Fiction, Drama, School, Read For School, Literature",,107,Paperback,"['Plays', 'Classics', 'Fiction', 'Drama', 'School', 'Read For School', 'Literature']",0.07436399217221146,0.745,0.03503618206090555,0.26375645148715626
366,366,473.0,Midnight in the Garden of Good and Evil,John Berendt,3.92,284397.0,9780679751526,0679751521,"Nonfiction, True Crime, Mystery, Crime, History, Classics, Audiobook",,386,Paperback,"['Nonfiction', 'True Crime', 'Mystery', 'Crime', 'History', 'Classics', 'Audiobook']",0.07632093933463802,0.73,0.030411454967777054,0.2586518122241883
354,354,458.0,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.78,238678.0,9780060589462,0060589469,"Philosophy, Fiction, Classics, Spirituality, Travel, Psychology, Self Help","Phaedrus, #1",540,Mass Market Paperback,"['Philosophy', 'Fiction', 'Classics', 'Spirituality', 'Travel', 'Psychology', 'Self Help']",0.10567514677103729,0.695,0.02550479252531113,0.25842149646600826
375,375,485.0,Daughter of Smoke & Bone,Laini Taylor,3.99,379088.0,9780316134026,0316134023,"Fantasy, Young Adult, Romance, Paranormal, Urban Fantasy, Angels, Fiction","Daughter of Smoke & Bone, #1",418,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Angels', 'Fiction']",0.052837573385518644,0.7475,0.0405738988825508,0.2575571990189727
359,359,464.0,The English Patient,Michael Ondaatje,3.86,136025.0,9780771068713,0771068719,"Fiction, Historical Fiction, Classics, Romance, War, Historical, Canada",,320,Hardcover,"['Fiction', 'Historical Fiction', 'Classics', 'Romance', 'War', 'Historical', 'Canada']",0.09393346379647749,0.715,0.014487849466485377,0.2564197403585366
385,385,496.0,Pippi Longstocking,Astrid Lindgren,4.15,205101.0,9780142402498,0142402494,"Classics, Childrens, Fiction, Middle Grade, Fantasy, Young Adult, Humor","Pippi Långstrump, #1",160,Mass Market Paperback,"['Classics', 'Childrens', 'Fiction', 'Middle Grade', 'Fantasy', 'Young Adult', 'Humor']",0.03131115459882583,0.7875000000000001,0.021901235911415847,0.2553448326129551
392,392,503.0,The Host,Stephenie Meyer,3.86,1032867.0,9780316068048,0316068047,"Fantasy, Young Adult, Science Fiction, Romance, Fiction, Dystopia, Paranormal","The Host, #1",619,Hardcover,"['Fantasy', 'Young Adult', 'Science Fiction', 'Romance', 'Fiction', 'Dystopia', 'Paranormal']",0.017612524461839474,0.715,0.11073888203994553,0.25476667439671946
388,388,499.0,We Were Liars,E. Lockhart,3.66,1236013.0,9780385741279,0385741278,"Young Adult, Mystery, Fiction, Contemporary, Romance, Thriller, Mystery Thriller",,242,Kindle Edition,"['Young Adult', 'Mystery', 'Fiction', 'Contemporary', 'Romance', 'Thriller', 'Mystery Thriller']",0.02544031311154593,0.665,0.13254095226320461,0.24943841092357977
373,373,481.0,The Prince,Niccolò Machiavelli,3.84,362710.0,9780937832387,0937832383,"Philosophy, Nonfiction, Politics, History, Political Science, Literature, Italy",,144,Paperback,"['Philosophy', 'Nonfiction', 'Politics', 'History', 'Political Science', 'Literature', 'Italy']",0.0606653620352251,0.71,0.03881617632775505,0.24891099771241654
368,368,475.0,My Ántonia,Willa Cather,3.84,142916.0,9781583485095,1583485090,"Fiction, Historical Fiction, Classics, Literature, School, American, Historical",,219,Paperback,"['Fiction', 'Historical Fiction', 'Classics', 'Literature', 'School', 'American', 'Historical']",0.07240704500978468,0.71,0.01522740656290115,0.24653103997278422
395,395,507.0,The Raven Boys,Maggie Stiefvater,4.05,388254.0,9780545424929,0545424925,"Fantasy, Young Adult, Paranormal, Romance, Fiction, Audiobook, Urban Fantasy","The Raven Cycle, #1",409,Hardcover,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Fiction', 'Audiobook', 'Urban Fantasy']",0.009784735812133016,0.7625,0.04155761392329191,0.24513117850184074
374,374,483.0,The Virgin Suicides,Jeffrey Eugenides,3.79,381025.0,9780747560593,0747560595,"Fiction, Young Adult, Literary Fiction, Coming Of Age, Mental Health, Contemporary, Novels",,250,Paperback,"['Fiction', 'Young Adult', 'Literary Fiction', 'Coming Of Age', 'Mental Health', 'Contemporary', 'Novels']",0.05675146771037176,0.6975,0.04078178193229066,0.2441851216638359
