,Unnamed: 0,Good_Reads_Popularity_Rank,Title,Author,Avg_Rating,Num_Ratings,ISBN,ASIN,Genres,Series,Page_Number,Format,Genre_List,Rank_Score,Rating_Score,NumRatings_Score,Quality_Score
89,89,120.0,Eragon,Christopher Paolini,3.96,1873609.0,9780375826696,B0042B4JAK,"Fantasy, Young Adult, Fiction, Dragons, Adventure, Magic, High Fantasy",The Inheritance Cycle #1,503,Paperback,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy']",0.7671232876712328,0.74,0.2009691406896029,0.5891400572753741
82,82,111.0,The Secret Life of Bees,Sue Monk Kidd,4.1,1326085.0,9780142001745,0142001740,"Fiction, Historical Fiction, Classics, Young Adult, Historical, Contemporary, Coming Of Age",,302,Paperback,"['Fiction', 'Historical Fiction', 'Classics', 'Young Adult', 'Historical', 'Contemporary', 'Coming Of Age']",0.7847358121330724,0.7749999999999999,0.14220767505936793,0.5890566273710393
73,73,98.0,The Complete Stories and Poems,Edgar Allan Poe,4.4,287738.0,9780385074070,0385074077,"Classics, Poetry, Horror, Fiction, Short Stories, Gothic, Mystery",,821,Hardcover,"['Classics', 'Poetry', 'Horror', 'Fiction', 'Short Stories', 'Gothic', 'Mystery']",0.8101761252446185,0.8500000000000001,0.030770018348871973,0.588301455602509
76,76,101.0,Winnie-the-Pooh,A.A. Milne,4.38,386930.0,9780525467564,0525467564,"Childrens, Fiction, Classics, Fantasy, Animals, Audiobook, Middle Grade","Winnie-the-Pooh, #1",161,Hardcover,"['Childrens', 'Fiction', 'Classics', 'Fantasy', 'Animals', 'Audiobook', 'Middle Grade']",0.8043052837573386,0.845,0.04141551936580323,0.5876467693126763
66,66,88.0,The Road,Cormac McCarthy,3.99,974995.0,9780307265432,0307265439,"Fiction, Science Fiction, Dystopia, Post Apocalyptic, Horror, Literature, Novels",,241,Hardcover,"['Fiction', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Horror', 'Literature', 'Novels']",0.8297455968688845,0.7475,0.10452793322500233,0.5875066187150545
88,88,119.0,The Count of Monte Cristo,Alexandre Dumas,4.31,967913.0,9780140449266,0140449264,"Fiction, Historical Fiction, Adventure, Literature, France, Historical, Audiobook",,1276,Paperback,"['Fiction', 'Historical Fiction', 'Adventure', 'Literature', 'France', 'Historical', 'Audiobook']",0.7690802348336595,0.8274999999999999,0.10376787759348056,0.587012457211508
69,69,92.0,Angela’s Ashes,Frank McCourt,4.15,645632.0,9780007205233,0007205236,"Nonfiction, Memoir, Biography, Classics, Ireland, Autobiography, Biography Memoir","Frank McCourt, #1",452,Paperback,"['Nonfiction', 'Memoir', 'Biography', 'Classics', 'Ireland', 'Autobiography', 'Biography Memoir']",0.821917808219178,0.7875000000000001,0.06917998025057366,0.5857711173628434
68,68,90.0,Vampire Academy,Richelle Mead,4.11,667681.0,9781595141743,159514174X,"Fantasy, Young Adult, Vampires, Paranormal, Romance, Urban Fantasy, Fiction","Vampire Academy, #1",332,Paperback,"['Fantasy', 'Young Adult', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Fiction']",0.8258317025440314,0.7775000000000001,0.0715463268503228,0.5850465790727094
71,71,96.0,The Poisonwood Bible,Barbara Kingsolver,4.1,769680.0,9780060786502,0060786507,"Fiction, Historical Fiction, Africa, Classics, Literary Fiction, Historical, Literature",,546,Paperback,"['Fiction', 'Historical Fiction', 'Africa', 'Classics', 'Literary Fiction', 'Historical', 'Literature']",0.8140900195694716,0.7749999999999999,0.08249308120779086,0.5828839321901259
214,214,284.0,1984,George Orwell,4.2,5063858.0,9780452284234,B00A2MTYAI,"Classics, Fiction, Science Fiction, Dystopia, Literature, Politics, Novels",,368,Paperback,"['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Politics', 'Novels']",0.4461839530332681,0.8,0.5433535968328798,0.5814796602631711
92,92,123.0,Looking for Alaska,John Green,3.96,1691145.0,9781435249158,1435249151,"Young Adult, Fiction, Contemporary, Romance, Realistic Fiction, Coming Of Age, Teen",,221,Paperback,"['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Coming Of Age', 'Teen']",0.761252446183953,0.74,0.18138670765515108,0.5809169907701266
58,58,77.0,Great Expectations,Charles Dickens,3.8,844988.0,9780192833594,0192833596,"Classics, Fiction, Literature, Historical Fiction, School, Novels, Classic Literature",,544,Paperback,"['Classics', 'Fiction', 'Literature', 'Historical Fiction', 'School', 'Novels', 'Classic Literature']",0.8512720156555773,0.7,0.09057529943691275,0.5776813960933048
70,70,95.0,The Old Man and the Sea,Ernest Hemingway,3.81,1236234.0,9780684830490,0684830493,"Fiction, Literature, Novels, School, American, Adventure, Literary Fiction",,96,Hardcover,"['Fiction', 'Literature', 'Novels', 'School', 'American', 'Adventure', 'Literary Fiction']",0.8160469667318982,0.7025,0.1325646704635105,0.5769381878318124
91,91,122.0,The Very Hungry Caterpillar,Eric Carle,4.34,531355.0,9780241003008,B01BITQJP6,"Picture Books, Childrens, Fiction, Animals, Classics, Food, Counting",,26,Board book,"['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Classics', 'Food', 'Counting']",0.7632093933463797,0.835,0.05691552424896212,0.5728584146132405
117,117,157.0,The Battle of the Labyrinth,Rick Riordan,4.42,1164473.0,9781423101468,1423101464,"Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Greek Mythology","Percy Jackson and the Olympians, #4",361,Hardcover,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']",0.6947162426614482,0.855,0.12486312398318948,0.5718454342595362
84,84,114.0,The Red Tent,Anita Diamant,4.2,617456.0,9780312353766,0312353766,"Historical Fiction, Fiction, Historical, Religion, Book Club, Feminism, Womens",,324,Hardcover,"['Historical Fiction', 'Fiction', 'Historical', 'Religion', 'Book Club', 'Feminism', 'Womens']",0.7788649706457926,0.8,0.06615607069483273,0.571392809466767
80,80,107.0,A Prayer for Owen Meany,John Irving,4.24,329220.0,9780552135399,0552135399,"Fiction, Classics, Contemporary, Literature, Literary Fiction, Historical Fiction, Novels",,637,Paperback,"['Fiction', 'Classics', 'Contemporary', 'Literature', 'Literary Fiction', 'Historical Fiction', 'Novels']",0.7925636007827789,0.81,0.035221956742939466,0.5705920273359933
75,75,100.0,Interview with the Vampire,Anne Rice,4.02,624171.0,9780345476876,0345476875,"Horror, Fantasy, Fiction, Vampires, Paranormal, Classics, Gothic","The Vampire Chronicles, #1",346,Paperback,"['Horror', 'Fantasy', 'Fiction', 'Vampires', 'Paranormal', 'Classics', 'Gothic']",0.8062622309197651,0.7549999999999999,0.06687673908874245,0.5690679140945288
94,94,125.0,Charlie and the Chocolate Factory,Roald Dahl,4.16,892169.0,9780142403884,0142403881,"Fiction, Fantasy, Childrens, Young Adult, Middle Grade, Classics, Humor","Charlie Bucket, #1",176,Paperback,"['Fiction', 'Fantasy', 'Childrens', 'Young Adult', 'Middle Grade', 'Classics', 'Humor']",0.7573385518590998,0.79,0.09563886689678687,0.568627080812676
87,87,117.0,The Master and Margarita,Mikhail Bulgakov,4.29,388621.0,9780679760801,0679760806,"Fiction, Russia, Fantasy, Russian Literature, Magical Realism, Literature, Novels",,372,Paperback,"['Fiction', 'Russia', 'Fantasy', 'Russian Literature', 'Magical Realism', 'Literature', 'Novels']",0.7729941291585127,0.8225,0.04159700116090395,0.5684267520116763
86,86,116.0,The Metamorphosis,Franz Kafka,3.89,1279010.0,9780553213690,0553213695,"Classics, Fiction, Fantasy, Philosophy, Short Stories, Literature, School",,201,Mass Market Paperback,"['Classics', 'Fiction', 'Fantasy', 'Philosophy', 'Short Stories', 'Literature', 'School']",0.7749510763209393,0.7225,0.13715548374986677,0.5678770756533358
96,96,129.0,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.89,1545601.0,9781400032716,1400032717,"Fiction, Mystery, Young Adult, Classics, Autistic Spectrum Disorder, Novels, Contemporary",,226,Paperback,"['Fiction', 'Mystery', 'Young Adult', 'Classics', 'Autistic Spectrum Disorder', 'Novels', 'Contemporary']",0.7495107632093934,0.7225,0.16576660926003614,0.5662842880617682
99,99,133.0,Holes,Louis Sachar,4.01,1301313.0,9780439244190,0439244196,"Young Adult, Fiction, Middle Grade, Childrens, Classics, School, Realistic Fiction","Holes, #1",272,Paperback,"['Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Classics', 'School', 'Realistic Fiction']",0.7416829745596869,0.7525,0.1395490901816417,0.5642879168783672
108,108,145.0,The Girl Who Played With Fire,Stieg Larsson,4.26,955897.0,9780307269980,0307269981,"Fiction, Mystery, Thriller, Crime, Mystery Thriller, Suspense, Audiobook",Millennium #2,503,Hardcover,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook']",0.7181996086105675,0.815,0.10247829435874947,0.5625233317518519
107,107,144.0,Watchmen,Alan Moore,4.38,578899.0,9780930289232,0930289234,"Graphic Novels, Fiction, Science Fiction, Fantasy, Graphic Novels Comics, Classics, Comic Book",,416,Paperback,"['Graphic Novels', 'Fiction', 'Science Fiction', 'Fantasy', 'Graphic Novels Comics', 'Classics', 'Comic Book']",0.7201565557729941,0.845,0.06201804965775496,0.5601680372065241
120,120,160.0,The Addiction Manifesto,Jerry Weaver,4.76,1238.0,9781638377634,1638377634,"Nonfiction, Self Help, Memoir, Psychology, Mental Health, Biography",,178,Paperback,"['Nonfiction', 'Self Help', 'Memoir', 'Psychology', 'Mental Health', 'Biography']",0.6888454011741683,0.94,2.2215689879272215e-05,0.5575448251766311
123,123,164.0,The Sea of Monsters,Rick Riordan,4.24,1285126.0,9780786856862,0786856866,"Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Greek Mythology","Percy Jackson and the Olympians, #2",279,Hardcover,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']",0.6810176125244618,0.81,0.13781186616195193,0.5567506048583704
179,179,241.0,Mockingjay,Suzanne Collins,4.1,3460472.0,9780439023511,0439023513,"Young Adult, Dystopia, Fiction, Fantasy, Science Fiction, Romance, Adventure","The Hunger Games, #3",390,Hardcover,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure']",0.5303326810176126,0.7749999999999999,0.37127472662627703,0.556015490394928
114,114,152.0,Lonesome Dove,Larry McMurtry,4.55,211846.0,9780671683900,067168390X,"Fiction, Historical Fiction, Westerns, Classics, Historical, Adventure, Audiobook","Lonesome Dove, #1",960,Mass Market Paperback,"['Fiction', 'Historical Fiction', 'Westerns', 'Classics', 'Historical', 'Adventure', 'Audiobook']",0.7045009784735812,0.8875,0.022625123970525466,0.5548379285805901
124,124,165.0,Clockwork Princess,Cassandra Clare,4.55,464113.0,9781406321340,1406321346,"Fantasy, Young Adult, Romance, Paranormal, Historical Fiction, Steampunk, Urban Fantasy","The Infernal Devices, #3",567,Paperback,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Historical Fiction', 'Steampunk', 'Urban Fantasy']",0.6790606653620352,0.8875,0.04969896666991853,0.5527839561457897
95,95,126.0,The Adventures of Tom Sawyer,Mark Twain,3.92,981551.0,9780143039563,0143039563,"Fiction, Classics, Adventure, Historical Fiction, Young Adult, Literature, Childrens",,244,Paperback,"['Fiction', 'Classics', 'Adventure', 'Historical Fiction', 'Young Adult', 'Literature', 'Childrens']",0.7553816046966733,0.73,0.10523153739335261,0.552722103096675
93,93,124.0,Middlesex,Jeffrey Eugenides,4.04,652075.0,9780312422158,0312422156,"Fiction, Historical Fiction, Contemporary, LGBT, Classics, Literary Fiction, Queer",,529,Paperback,"['Fiction', 'Historical Fiction', 'Contemporary', 'LGBT', 'Classics', 'Literary Fiction', 'Queer']",0.7592954990215264,0.76,0.06987145701333768,0.5526796367126119
121,121,161.0,Insurgent,Veronica Roth,3.97,1573354.0,9780007442911,0007442912,"Young Adult, Dystopia, Fantasy, Fiction, Science Fiction, Romance, Adventure","Divergent, #2",525,Hardcover,"['Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Romance', 'Adventure']",0.6868884540117417,0.7425,0.16874512153645857,0.5481289180656342
105,105,142.0,Fight Club,Chuck Palahniuk,4.18,620755.0,9780393355949,0393355942,"Fiction, Classics, Thriller, Novels, Mystery, Literature, Audiobook",,224,Paperback,"['Fiction', 'Classics', 'Thriller', 'Novels', 'Mystery', 'Literature', 'Audiobook']",0.7240704500978474,0.7949999999999999,0.0665101265446478,0.5480812180025333
97,97,131.0,The Unbearable Lightness of Being,Milan Kundera,4.11,511212.0,9780571224388,0571224385,"Fiction, Philosophy, Literature, Novels, Romance, Czech Literature, Classics",,314,Paperback,"['Fiction', 'Philosophy', 'Literature', 'Novels', 'Romance', 'Czech Literature', 'Classics']",0.7455968688845401,0.7775000000000001,0.0547537337115796,0.54791486766729
103,103,139.0,In Cold Blood,Truman Capote,4.09,698118.0,9780679745587,0679745580,"Nonfiction, True Crime, Crime, Mystery, History, Classics, Thriller",,343,Paperback,"['Nonfiction', 'True Crime', 'Crime', 'Mystery', 'History', 'Classics', 'Thriller']",0.7299412915851272,0.7725,0.07481289183996247,0.5461703841860397
130,130,173.0,The Maze Runner,James Dashner,4.05,1611433.0,9780385737944,0385737947,"Young Adult, Dystopia, Science Fiction, Fiction, Fantasy, Audiobook, Post Apocalyptic","The Maze Runner, #1",384,Hardcover,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Audiobook', 'Post Apocalyptic']",0.6634050880626223,0.7625,0.17283184257468467,0.5459615879974543
98,98,132.0,The Name of the Rose,Umberto Eco,4.14,381445.0,9780156001311,0156001314,"Fiction, Historical Fiction, Mystery, Historical, Literature, Italy, Crime",,552,Paperback,"['Fiction', 'Historical Fiction', 'Mystery', 'Historical', 'Literature', 'Italy', 'Crime']",0.7436399217221135,0.7849999999999999,0.04082685724508918,0.545204025862372
197,197,264.0,The Fellowship of the Ring,J.R.R. Tolkien,4.4,2982506.0,9780618346257,0618346252,"Fantasy, Classics, Fiction, Adventure, Audiobook, High Fantasy, Science Fiction Fantasy","The Lord of the Rings, #1",398,Paperback,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'Audiobook', 'High Fantasy', 'Science Fiction Fantasy']",0.48532289628180036,0.8500000000000001,0.31997837672851753,0.5451226715312755
110,110,147.0,The Cat in the Hat,Dr. Seuss,4.19,567104.0,9780394800011,039480001X,"Childrens, Picture Books, Fiction, Poetry, Classics, Fantasy, Humor","Cat in the Hat, #1",61,Hardcover,"['Childrens', 'Picture Books', 'Fiction', 'Poetry', 'Classics', 'Fantasy', 'Humor']",0.7142857142857143,0.7975000000000001,0.06075218462332976,0.5431899411012847
102,102,136.0,Where the Red Fern Grows,Wilson Rawls,4.12,426836.0,9780375806810,0375806814,"Classics, Fiction, Young Adult, Childrens, Historical Fiction, Middle Grade, Animals",,272,Mass Market Paperback,"['Classics', 'Fiction', 'Young Adult', 'Childrens', 'Historical Fiction', 'Middle Grade', 'Animals']",0.735812133072407,0.78,0.04569831801470293,0.5420343486333737
113,113,151.0,The Little House Collection,Laura Ingalls Wilder,4.36,155519.0,9780060529963,0060529962,"Classics, Historical Fiction, Childrens, Fiction, Young Adult, Historical, Middle Grade","Little House, #1-9",2700,Paperback,"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']",0.7064579256360078,0.8400000000000001,0.01657998791337684,0.5395571666284162
122,122,163.0,The Secret History,Donna Tartt,4.16,900547.0,9781400031702,1400031702,"Fiction, Mystery, Classics, Contemporary, Thriller, Literary Fiction, Mystery Thriller",,559,Paperback,"['Fiction', 'Mystery', 'Classics', 'Contemporary', 'Thriller', 'Literary Fiction', 'Mystery Thriller']",0.6829745596868885,0.79,0.09653801206494408,0.5391512274942385
74,74,99.0,Atlas Shrugged,Ayn Rand,3.69,399733.0,9780452011878,0452011876,"Fiction, Classics, Philosophy, Politics, Literature, Science Fiction, Novels",,1168,Paperback,"['Fiction', 'Classics', 'Philosophy', 'Politics', 'Literature', 'Science Fiction', 'Novels']",0.8082191780821918,0.6725,0.04278956515094488,0.5378745407781602
125,125,167.0,How the Grinch Stole Christmas!,Dr. Seuss,4.38,433741.0,9780007173044,0007173040,"Childrens, Picture Books, Christmas, Classics, Fiction, Poetry, Fantasy",,64,Hardcover,"['Childrens', 'Picture Books', 'Christmas', 'Classics', 'Fiction', 'Poetry', 'Fantasy']",0.675146771037182,0.845,0.04643937762154531,0.5374905217013365
142,142,191.0,The Selection,Kiera Cass,4.07,1678338.0,9780062059932,B00BG7DY04,"Romance, Young Adult, Dystopia, Fantasy, Fiction, Audiobook, Science Fiction","The Selection, #1",336,Hardcover,"['Romance', 'Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Audiobook', 'Science Fiction']",0.6281800391389433,0.7675000000000001,0.18001223258131613,0.5355256854299721
126,126,168.0,The Ultimate Hitchhiker’s Guide to the Galaxy,Douglas Adams,4.38,332116.0,9780345453747,B00A2LZDTA,"Science Fiction, Fiction, Humor, Fantasy, Classics, Comedy, Science Fiction Fantasy","Hitchhiker's Guide to the Galaxy, #1-5",815,Paperback,"['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Classics', 'Comedy', 'Science Fiction Fantasy']",0.6731898238747553,0.845,0.03553276175690261,0.533435758076973
111,111,148.0,All Quiet on the Western Front,Erich Maria Remarque,4.09,490602.0,9780449213940,B00EJ3APSG,"Fiction, Historical Fiction, War, Classics, Historical, Literature, School",,296,Mass Market Paperback,"['Fiction', 'Historical Fiction', 'War', 'Classics', 'Historical', 'Literature', 'School']",0.7123287671232876,0.7725,0.05254182371925206,0.5324440539650906
184,184,248.0,The Girl on the Train,Paula Hawkins,3.96,3143307.0,9781594633669,1594633665,"Fiction, Mystery, Thriller, Mystery Thriller, Crime, Suspense, Audiobook",,336,Hardcover,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Crime', 'Suspense', 'Audiobook']",0.5166340508806262,0.74,0.3372358895221255,0.5298243872088881
155,155,209.0,A Storm of Swords,George R.R. Martin,4.55,820726.0,9780553573428,055357342X,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Audiobook, Dragons","A Song of Ice and Fire, #3",1177,Mass Market Paperback,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Dragons']",0.5929549902152642,0.8875,0.08797144886758472,0.529823430746381
127,127,170.0,Shadow Kiss,Richelle Mead,4.33,375441.0,9781595141972,1595141979,"Young Adult, Fantasy, Vampires, Paranormal, Romance, Urban Fantasy, Paranormal Romance","Vampire Academy, #3",443,Paperback,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance']",0.6692759295499022,0.8325,0.040182494916416955,0.5295151202948859
79,79,106.0,"Moby-Dick or, The Whale",Herman Melville,3.56,593435.0,9780142437247,0142437247,"Fiction, Literature, Adventure, Historical Fiction, Novels, American, 19th Century",,720,Paperback,"['Fiction', 'Literature', 'Adventure', 'Historical Fiction', 'Novels', 'American', '19th Century']",0.7945205479452055,0.64,0.06357808476927718,0.5288816446088653
