,Rank,Title,Author,Avg_Rating,Num_Ratings,ISBN,ASIN,Genres,Series,Page_Number,Format
785,,Pearl in the Mist,Virginia Andrews,,,9780671719067,,romance,,374,paperback
786,,Canyons of Night,Jayne Castle,,,9780515149883,,Fiction,,371,paperback
787,,The Love Knot,Rebecca Brandewyne,,,9781587244933,,Fiction,,456,paperback
788,,The Duke's Princess Bride,Amalie Howard,,,9781728243412,,romance,,352,paperback
789,,Prescriptions and Promises,Jessica Matthews,,,9780373063024,,Pharmaceutical services,,196,paperback
791,,The Ultimate Choice,Emma Darcy,,,9780263123364,,Large type books,,288,paperback
793,,Where There's a Will,Day Leclaire,,,9780373361069,,Fiction,,228,paperback
795,,Temptation,Jude Deveraux,,,9780708948118,,Americans,,449,paperback
796,,Texas! Lucky,Sandra Brown,,,9780739328217,,Fiction,,404,paperback
797,,The Desert Bride of Al Zayed,Tessa Radley,,,9780733583964,,Love stories,,184,paperback
798,,Tiger's Eye,Madeleine Ker,,,9780263122640,,Large type books,,285,paperback
799,,The House of the Seven Gables,"Nathaniel Hawthorne, Philip Young",,,9780030844201,,Classic,,280,paperback
800,,Fortune's Lady,Melinda Hammond,,,9780708951873,,England,,320,paperback
804,,Wuthering Heights,"Emily Brontë, Charlotte Brontë",,,9781851523030,,romance,,527,paperback
806,,Girl in Luv,"Jay Crownover, Rebecca Yarros",,,9781393711339,,Dating (Social customs),,187,paperback
807,,The Pursuit,"Janet Evanovich, Lee Goldberg",,,9780553392777,,Fiction,,321,paperback
808,,Eden Close,Anita Shreve,,,9780349105871,,Blindness,,288,paperback
809,,Island of Shells,Grace Green,,,9780263137750,,Fiction,,290,paperback
810,,Tuesday's Child,Louise Bagshawe,,,9780755304288,,Chick lit,,448,paperback
812,,Beauty and the Badge,Lyn Stone,,,9780373079520,,Fiction,,262,paperback
813,,Waiting,Ha Jin,,,9780099287599,,American fiction,,322,paperback
814,,Prince of Lies,Robyn Donald,,,9780263144147,,Large type books,,283,paperback
816,,The Far Country,Nevil Shute,,,9780434699148,,Fiction,,306,paperback
817,,Meant to Be,Jude Deveraux,,,9780778331445,,Fiction,,416,paperback
819,,The Fiancé Fix,Carole Mortimer,,,9780263175233,,Love stories,,186,paperback
820,,Traded to the Sheikh,Emma Darcy,,,9780263189766,,Large print books,,284,paperback
822,,Flaming Arrow,Cassie Edwards,,,9780451407573,,Fiction,,388,paperback
824,,Anne,Muriel Canfield,,,9780871234230,,Juvenile Fiction,,164,paperback
826,,Dream Baby,Ann Evans,,,9780373708703,,Fiction,,308,paperback
827,,Burglar Bill,"Janet Ahlberg, Allan Ahlberg",,,9780434925001,,Burglary,,32,paperback
828,,The Spanish Billionaire's Christmas Bride,Maggie Cox,,,9780263203714,,Romance,,187,paperback
830,,Love is in the Cards,Emma Goldrick,,,9780263123654,,Large type books,,285,paperback
831,,Animating Maria,Marion Chesney,,,9780745115306,,Young women,,240,paperback
832,,Dishonourable Seduction,Angela Wells,,,9780263142402,,Large print books,,287,paperback
833,,High-Country Governess,Essie Summers,,,9780263118476,,romance,,285,paperback
835,,The Queer Principles of Kit Webb,Cat Sebastian,,,9780063026216,,Fiction,,352,paperback
836,,War of Love,Carole Mortimer,,,9780263141443,,Romance,,186,paperback
837,,Colors of Truth,Tamera Alexander,,,9781735758800,,Fiction,,520,paperback
838,,Something That Lasts,James Jordan,,,9781602850736,,Fiction,,318,paperback
839,,His Perfect Wife,Susanne McCarthy,,,9780263807165,,Love stories,,186,paperback
840,,An Echo in the Darkness,Francine Rivers,4.5,,9780842313070,,Fiction,,482,paperback
842,,We Are Not Ourselves,Matthew Thomas,,,9781476756660,,Fiction,,640,paperback
843,,"Solitary Envoy, The","T. Davis Bunn, Isabella Bunn",,,9780764228575,,Fiction,,320,paperback
844,,Ruth's Journey,Donald McCaig,,,9781451643534,,Fiction,,384,paperback
845,,Psychopathology,John Ernest Nicole,,,,,Historical,,308,paperback
846,,Allegiance,Cayla Kluver,5.0,,9780373210435,,Fiction,,501,paperback
847,,Something Red,Douglas Nicholas,,,9781451660074,,Fiction,,325,paperback
851,,Navegando Por La Tentación,Lorraine Heath,,,9788468784656,,Fiction,,320,paperback
853,,Middlemarch,George Eliot,,,9780451517500,,Fiction,,836,paperback
854,,Miss Cameron's Fall from Grace,Helen Dickson,,,9780373306404,,Historical,,280,paperback
855,,Frog Music,Emma Donoghue,,,,,Fiction,,424,paperback
856,,The Living is Easy,Dorothy West,,,9781558611474,,Fiction,,380,paperback
857,,Green Gauntlet,R.F. Delderfield,,,9780345218995,,historical fiction,,430,paperback
859,,Black Mountain,Venero Armanno,,,9781459689565,,Fugitive slaves,,412,paperback
860,,Sex and Sex Worship (phallic Worship),Otto Augustus Wall,,,,,Historical,,632,paperback
861,,The Dark Room,Rachel Seiffert,,,,,Fiction,,414,paperback
862,,The Twisted Sword,Winston Graham,,,9780708988220,,Fiction,,504,paperback
866,,Stork Bite,L. K. Simonds,,,9781736203002,,Fiction,,380,paperback
867,,In the Region of the Summer Stars,Stephen R. Lawhead,,,9780765383440,,Fiction,,334,paperback
868,,Citadel,A. J. Cronin,,,9780575600966,,Coal miners,,128,paperback
874,,Common Disorders and Diseases of Childhood,George Frederic Still,,,,,Children,,872,paperback
875,,Snare of Serpents,Victoria Holt,,,,,Fiction,,344,paperback
878,,The Field of Swords,Conn Iggulden,,,9780007195268,,Biographical fiction,,536,paperback
879,,The Warsaw Orphan,Kelly Rimmer,,,9781525811531,,Fiction,,416,paperback
885,,The Girl from the Channel Islands,Jenny Lecoat,,,9781761065750,,historical fiction,,272,paperback
886,,The Resistance Girl,Mandy Robotham,,,9780008516062,,historical fiction,,432,paperback
887,,El Tiempo y la Felicidad,Luciano De Crescenzo,,,9788497590358,,historical fiction,,224,paperback
888,,A Woman of Substance,Barbara Taylor Bradford,,,9780862202040,,Large type books,,1240,paperback
889,,The Lady of Abu Simbel,Christian Jacq,,,9781740301152,,Egypt,,434,paperback
891,,Sisters of the Resistance,Christine Wells,,,9780063055445,,historical fiction,,416,paperback
892,,Heaven and Hell,John Jakes,,,9780002231459,,historical fiction,,700,paperback
894,,The Gates of Hell,P. C. Doherty,,,9781841194974,,Detective and mystery stories,,292,paperback
895,,The Postmistress of Paris,Meg Waite Clayton,,,9780062946980,,historical fiction,,400,paperback
896,,Odysseus,Valerio Massimo Manfredi,,,9780230769342,,Adventure stories,,372,paperback
898,,The Faraway Drums,Jon Cleary,,,,,Fiction,,298,paperback
902,,Flashman in the Great Game,George MacDonald Fraser,,,9780330248013,,English fiction,,351,paperback
903,,The Last Tiara,M. J. Rose,,,9781952457173,,historical fiction,,304,paperback
904,,Angels in the Gloom,Anne Perry,,,9780755302888,,Cambridge (England),,312,paperback
907,,The Noble Fugitive,"T. Davis Bunn, Isabella Bunn",,,9780764228599,,Fiction,,313,paperback
909,,Aristotle and Poetic Justice,Margaret Anne Doody,,,,,Fiction,,356,paperback
915,,Masqueraders,Georgette Heyer,,,9780753174166,,England,,378,paperback
916,,The Knight's Tale,M. J. TROW,,,9781448309085,,historical fiction,,336,paperback
917,,The Last Hero,Peter Forbath,5.0,,,,Fiction,,744,paperback
918,,Harbor Secrets,Melody Carlson,,,9781946531322,,Fiction,,324,paperback
919,,Mr. Timothy,Louis Bayard,,,9780719567025,,Detective and mystery stories,,384,paperback
920,,Fortune's Favourites,Colleen McCullough,,,9780712638500,,Australian fiction,,878,paperback
921,,One Little Sin,Liz Carlyle,,,9780753176450,,Great Britain,,392,paperback
922,,The Sapphire Child,Janet MacLeod Trotter,,,9781542092609,,Fiction,,524,paperback
923,,The Splintered Kingdom,James Aitcheson,,,9781848093232,,Great Britain,,420,paperback
925,,Mr. Pipes Comes to America,Douglas Bond,,,9781930367531,,Education,,212,paperback
926,,Enemies of the Heart,Rebecca Dean,,,9780007262724,,Americans,,608,paperback
927,,Martin Farrell,Janni Howker,,,9780435124373,,historical fiction,,86,paperback
928,,The Long Drop,Denise Mina,,,9780316269735,,FICTION,,236,paperback
929,,Orchids and Diamonds,Rosalind Laker,,,9780745178912,,Fiction,,545,paperback
930,,Deception,"Grace Cavendish, Jan Burchett",,,9781862303799,,"Cavendish, Grace, Lady (Fictitious character)",,242,paperback
931,,The Betrayals,Bridget Collins,,,9780062838124,,Fiction,,416,paperback
932,,Sebastian's Pride,Susan Wilkinson,,,9780718129750,,historical fiction,,402,paperback
933,,The Sugar Palace,Fiona McIntosh,,,9781761047015,,Fiction,,402,paperback
934,,The Trumpeting Angel,Marshall Browne,,,9781875989614,,Historical,,416,paperback
935,,The Mammoth Hunters,Jean M. Auel,,,9780862204563,,Ayla (Fictitious character),,1211,paperback
936,,Inside the Whale,George Orwell,,,,,historical fiction,,203,paperback
937,,Village School,Miss Read,,,9780745176093,,Country life,,264,paperback
938,,Painting the Light,Sally Cabot Gunning,,,9780062916242,,historical fiction,,368,paperback
941,,Woman of Substance,Barbara Taylor Bradford,,,9780745133553,,Businesswomen,,1256,paperback
942,,The Liar's Wife,Mary Gordon,,,9780307377432,,Fiction,,288,paperback
944,,Rowan Farm,Margot Benary-Isbert,,,9781948959179,,Juvenile Fiction,,277,paperback
945,,Surf Smugglers,Melody Carlson,,,9781946531049,,historical fiction,,300,paperback
946,,Shaking Tent,Anne Michael,,,9781975944711,,historical fiction,,480,paperback
947,,"Mary Ann Sate, Imbecile",Alice Jolly,,,9781783528660,,Fiction,,640,paperback
948,,Paper Sparrow,Magda Palmer,,,9781685831097,,historical fiction,,262,paperback
949,,Summer at Mount Hope,Rosalie Ham,,,9780975192177,,Eccentrics and eccentricities,,296,paperback
951,,The Dream-time,Henry Treece,,,9780340040508,,"Children's stories, English",,96,paperback
953,,Warriors of God,Andrzej Sapkowski,,,9780316593243,,Fiction,,464,paperback
954,,The Godmothers,Camille Aubray,,,9780062983695,,Fiction,,432,paperback
955,,The River of Fire,Patrick Easter,,,9780753192269,,Detective and mystery stories,,336,paperback
956,,The Henna Artist,Alka Joshi,,,9781867231929,,Abused women,,304,paperback
957,,Secrets of the Desert,Christian Jacq,,,9781845057084,,Conspiracies,,518,paperback
958,,A Distant Hero,Emma Drummond,,,9780671717919,,Historical fiction,,424,paperback
960,,The Whisper of Silenced Voices,C. J. Archer,,,9780648214908,,historical fiction,,266,paperback
964,,The Black Earth,Philip Kazan,,,9780369331489,,"Greco-Turkish War, 1921-1922",,577,paperback
966,,Desired by the Duke/the Duke's Unexpected Bride/High Seas to High Society,"Sophia James, Lara Temple",,,9781867241195,,historical fiction,,464,paperback
967,,Always a Stranger,Amara Royce,,,9781601832269,,Fiction,,238,paperback
968,,The Long Shadow,Cynthia Harrod-Eagles,,,9780356093727,,Great Britain,,367,paperback
970,,Kerry Postle,Kerry Postle,,,9780008331092,,historical fiction,,384,paperback
973,,City of Spies,Mara Timon,,,9781838773014,,historical fiction,,552,paperback
975,,The Fallen Woman,Fiona McIntosh,,,9781761049293,,Australian fiction,,450,paperback
976,,All Souls' Rising,Madison Smartt Bell,,,9780140141177,,English fiction,,530,paperback
978,,Two-Bits,Robert J. Trout,,,9781482611205,,Juvenile Fiction,,216,paperback
985,,Iron Ties,Ann Parker,,,9781590582633,,Fiction,,584,paperback
988,,Playing Beatie Bow,Ruth Park,,,9780140322491,,Australia,,196,paperback
990,,Dragon's Blood,Christopher Nicole,,,9781855016637,,Opium trade,,432,paperback
991,,Catherine,Sue Barr,,,9780994771889,,Historical,,260,paperback
992,,Take Heart,Lisa Higdon,,,9780515118988,,Fiction,,276,paperback
994,,Sleeping Beauty and the Demon,Marina Myles,,,9781601832825,,Fiction,,274,paperback
995,,The Children's Crusade,Henry Treece,,,,,Crusades,,193,paperback
996,,The Pleasures of Love,Jean Plaidy,,,9780745175287,,Great Britain,,437,paperback
997,,Escape to Eaglehawk,Vashti Farrer,,,9781864290295,,historical fiction,,125,paperback
999,,When a Girl is Born,Pamela Grant,,,9780192716996,,China,,136,paperback
1000,,Le vrai et le faux au Moyen Âge,Elisabeth Gaucher,,,,,False,,392,paperback
